run_id,scenario,seed,tau_d,cyc_h,Twake,sigma,pRevert,revStore,oxyRev,wound_start_h,wound_freq_h,wound_size,wounds_inflicted,stop_threshold,check_every_h,wounding_stops_on_threshold,clone_established_at_h,target_hours,elapsed_h,final_clone_size,final_cells_total,final_density,final_clone_frac,final_burden,rev_total,rev_lost,rev_oxy_death,shed_total,div_total
49,bounded,49,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,266,500,24.0,True,13728.0,20000,20000.0,70,3323,0.5534643570952699,0.021065302437556426,144,413,14418,0,630682,661473
54,bounded,54,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,78,500,24.0,True,2856.0,20000,20000.0,30,3337,0.5557961359093937,0.008990110878034162,121,413,15781,0,716251,734275
48,bounded,48,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,81,500,24.0,True,1968.0,20000,20000.0,637,3199,0.5328114590273151,0.19912472647702406,745,405,18499,0,836071,856202
58,bounded,58,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,91,500,24.0,True,2088.0,20000,20000.0,6,3257,0.5424716855429713,0.00184218606079214,68,404,12700,0,617956,632432
63,bounded,63,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,47,500,24.0,True,3240.0,20000,20000.0,2,3348,0.5576282478347768,0.0005973715651135006,8,366,13245,0,740827,754780
53,bounded,53,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,195,500,24.0,True,10344.0,20000,20000.0,126,3274,0.5453031312458361,0.038485033598045205,260,412,14767,0,745291,771419
57,bounded,57,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,98,500,24.0,True,5688.0,20000,20000.0,191,3208,0.5343104596935376,0.05953865336658354,383,361,17179,0,764061,785451
60,bounded,60,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,146,500,24.0,True,4488.0,20000,20000.0,15,3269,0.5444703530979347,0.004588559192413582,74,388,13495,0,652825,672561
59,bounded,59,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,99,500,24.0,True,5736.0,20000,20000.0,452,3163,0.5268154563624251,0.14290230793550426,516,367,16280,0,759353,779979
56,bounded,56,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,123,500,24.0,True,6864.0,20000,20000.0,44,3230,0.5379746835443038,0.013622291021671827,127,407,15987,0,724654,746622
62,bounded,62,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,78,500,24.0,True,4728.0,20000,20000.0,1043,3134,0.521985343104597,0.3328015315890236,1107,341,17568,0,1010738,1031082
50,bounded,50,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,31,500,24.0,True,1368.0,20000,20000.0,1514,3130,0.5213191205862758,0.4837060702875399,1583,315,18372,0,1109195,1126141
52,bounded,52,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,147,500,24.0,True,2760.0,20000,20000.0,1103,3094,0.5153231179213857,0.35649644473173886,1159,305,17287,0,1220435,1242715
61,bounded,61,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,155,500,24.0,True,2856.0,20000,20000.0,926,3218,0.5359760159893404,0.2877563704164077,1016,316,18150,0,1077805,1101669
65,bounded,65,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,116,500,24.0,True,3768.0,20000,20000.0,325,3236,0.5389740173217855,0.10043263288009889,567,424,11970,0,612478,628877
78,bounded,78,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,104,500,24.0,True,5976.0,20000,20000.0,117,3185,0.5304796802131913,0.036734693877551024,209,395,14733,0,765626,785065
76,bounded,76,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,98,500,24.0,True,5688.0,20000,20000.0,6,3195,0.532145236508994,0.0018779342723004694,22,408,9498,0,556309,570042
74,bounded,74,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,101,500,24.0,True,2208.0,20000,20000.0,5,3296,0.5489673550966022,0.001516990291262136,50,378,14176,0,781190,797666
77,bounded,77,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,44,500,24.0,True,2040.0,20000,20000.0,9,3373,0.5617921385742838,0.0026682478505781204,53,383,10382,0,636070,646505
79,bounded,79,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,123,500,24.0,True,2472.0,20000,20000.0,204,3191,0.5314790139906729,0.06392980256972736,343,379,16238,0,787907,807587
64,bounded,64,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,93,500,24.0,True,5448.0,20000,20000.0,87,3265,0.5438041305796136,0.02664624808575804,181,390,15325,0,745591,764898
66,bounded,66,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,69,500,24.0,True,1824.0,20000,20000.0,5,3243,0.5401399067288475,0.001541782300339192,45,401,14388,0,732606,747933
68,bounded,68,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,155,500,24.0,True,2856.0,20000,20000.0,18,3367,0.5607928047968022,0.005346005346005346,82,383,10880,0,665710,682661
71,bounded,71,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,55,500,24.0,True,3600.0,20000,20000.0,357,3242,0.5399733510992671,0.11011721159777915,464,375,18090,0,852762,872048
75,bounded,75,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,84,500,24.0,True,3000.0,20000,20000.0,514,3259,0.5428047968021319,0.15771709113224916,600,355,16605,0,806168,825245
69,bounded,69,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,24,200,134,500,24.0,True,4200.0,20000,20000.0,653,3199,0.5328114590273151,0.20412628946545797,732,347,18188,0,977833,1001600
67,bounded,67,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,367,500,24.0,True,5400.0,20000,20000.0,180,3235,0.5388074616922052,0.05564142194744977,394,408,14809,0,694421,726676
73,bounded,73,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,135,500,24.0,True,7440.0,20000,20000.0,735,3151,0.5248167888074617,0.23325928276737543,794,399,15818,0,856769,879461
70,bounded,70,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,12,200,103,500,24.0,True,2232.0,20000,20000.0,1187,3191,0.5314790139906729,0.37198370416797244,1237,311,18003,0,1208741,1229244
72,bounded,72,6.0,15.0,1.08,0.85,0.001,0.2,1.0,1000,48,200,26,500,24.0,True,2232.0,20000,20000.0,105,3424,0.570286475682878,0.03066588785046729,192,298,16850,0,907700,923880
