run_id,scenario,seed,tau_d,cyc_h,Twake,sigma,pRevert,wound_start_h,wound_freq_h,wound_size,wounds_inflicted,stop_threshold,check_every_h,wounding_stops_on_threshold,clone_established_at_h,target_hours,elapsed_h,final_clone_size,final_cells_total,final_density,final_clone_frac,final_burden,rev_total,rev_lost,shed_total,div_total
46,none,46,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,19,3223,0.5368087941372418,0.00589512876202296,80,448,6271,517500,520990
39,none,39,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,16608.0,20000,20000.0,872,3188,0.5309793471019321,0.27352572145545795,953,418,10132,631079,638395
41,none,41,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,13224.0,20000,20000.0,8,3312,0.5516322451698867,0.0024154589371980675,71,408,12676,645331,655315
37,none,37,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,11,3374,0.5619586942038641,0.003260225251926497,35,438,6779,517912,522061
51,none,51,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,12,3326,0.5539640239840107,0.0036079374624173183,63,465,6237,513915,517474
54,none,54,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,11,3335,0.5554630246502332,0.003298350824587706,57,428,4549,493910,495790
57,none,57,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,184,3255,0.5421385742838108,0.0565284178187404,304,474,10184,562039,569474
53,none,53,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,7,3289,0.5478014656895404,0.002128306476132563,103,465,3154,479714,480153
62,none,62,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,24,3304,0.5502998001332445,0.007263922518159807,73,425,4973,499256,501529
50,none,50,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,10,3351,0.5581279147235176,0.0029841838257236644,41,448,5121,500726,503194
56,none,56,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,67,3290,0.5479680213191206,0.020364741641337385,108,444,7010,521459,525755
49,none,49,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,15,3247,0.5408061292471685,0.004619648906683092,121,396,10519,564136,571898
58,none,58,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,3,3352,0.558294470353098,0.0008949880668257757,12,443,7680,537846,542874
48,none,48,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,15480.0,20000,20000.0,147,3243,0.5401399067288475,0.045328399629972246,280,397,14773,676393,688405
55,none,55,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,154,3233,0.5384743504330446,0.04763377667800804,226,412,8137,540401,545767
52,none,52,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,174,3237,0.5391405729513657,0.05375347544022243,214,448,11602,601748,610583
60,none,60,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,161,3192,0.5316455696202531,0.05043859649122807,242,416,9660,556994,563842
61,none,61,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,3,3379,0.5627914723517655,0.0008878366380585972,22,434,5836,508042,511253
63,none,63,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,48,3189,0.5311459027315123,0.015051740357478834,82,412,5325,507014,509524
59,none,59,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,2,3304,0.5502998001332445,0.0006053268765133172,25,415,9798,574287,581385
70,none,70,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,199,3247,0.5408061292471685,0.06128734216199569,281,434,4778,497610,499631
68,none,68,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,33,3265,0.5438041305796136,0.01010719754977029,149,422,6520,516716,520497
79,none,79,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,16248.0,20000,20000.0,254,3197,0.5324783477681546,0.07944948389114795,317,415,8881,600187,606261
73,none,73,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,59,3298,0.5493004663557628,0.017889630078835657,157,383,9024,547186,553504
77,none,77,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,21,3276,0.5456362425049966,0.00641025641025641,147,470,7718,539661,544651
65,none,65,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,188,3258,0.5426382411725517,0.057704112952731736,227,449,6335,516584,520173
78,none,78,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,6,3318,0.5526315789473685,0.0018083182640144665,45,424,7128,513521,517963
64,none,64,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,2,3314,0.5519653564290473,0.0006035003017501509,25,446,5359,496559,499228
71,none,71,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,8,3346,0.5572951365756162,0.002390914524805738,54,479,7057,532847,537246
69,none,69,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,13,3257,0.5424716855429713,0.003991403131716303,139,412,5856,507330,510439
76,none,76,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,4,3340,0.5562958027981346,0.0011976047904191617,27,462,5638,508817,511791
74,none,74,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,31,3267,0.5441372418387741,0.009488827670645853,72,414,4588,499130,500981
72,none,72,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,17976.0,20000,20000.0,756,3162,0.5266489007328448,0.23908918406072105,840,418,7942,582958,588058
67,none,67,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,12264.0,20000,20000.0,493,3233,0.5384743504330446,0.15248994741725952,605,385,14175,723335,734739
66,none,66,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,13272.0,20000,20000.0,460,3206,0.533977348434377,0.14348097317529632,535,421,10729,654592,662523
75,none,75,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,14328.0,20000,20000.0,14,3210,0.5346435709526982,0.004361370716510903,63,407,10820,603320,611346
89,none,89,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,238,3222,0.5366422385076616,0.07386716325263812,293,448,4315,496281,497814
93,none,93,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,46,3266,0.5439706862091939,0.014084507042253521,78,395,9264,566160,572686
88,none,88,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,166,3325,0.5537974683544303,0.04992481203007519,277,441,6837,520074,524232
83,none,83,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,10,3407,0.5674550299800133,0.0029351335485764602,47,445,5475,523943,526821
84,none,84,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,25,3307,0.5507994670219853,0.0075597218022376775,68,431,5198,502806,505307
86,none,86,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,4,3297,0.5491339107261826,0.001213224143160449,41,444,6879,512925,517097
94,none,94,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,2,3441,0.5731179213857428,0.0005812263876780006,17,441,3660,485505,486602
80,none,80,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,9,3347,0.5574616922051966,0.00268897520167314,76,455,6923,511758,516024
90,none,90,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,49,3264,0.5436375749500333,0.015012254901960785,176,432,6260,505895,509415
81,none,81,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,51,3358,0.5592938041305796,0.015187611673615247,203,460,10598,592915,600867
85,none,85,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,83,3276,0.5456362425049966,0.025335775335775336,205,411,9231,563496,569999
91,none,91,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,17,3311,0.5514656895403065,0.005134400483237693,85,447,7831,530186,535324
92,none,92,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,10560.0,20000,20000.0,599,3192,0.5316455696202531,0.18765664160401002,699,389,15486,835296,847970
82,none,82,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,17664.0,20000,20000.0,85,3227,0.537475016655563,0.026340254105980787,264,437,8568,575831,581622
95,none,95,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,406,3193,0.5318121252498335,0.1271531475101785,459,435,7686,548729,553604
87,none,87,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,154,3228,0.5376415722851432,0.04770755885997522,272,448,9707,561599,568530
98,none,98,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,56,3429,0.5711192538307794,0.016331291921843103,89,469,6650,511194,515269
97,none,97,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,3,3371,0.5614590273151232,0.0008899436369029962,8,400,4901,502131,504399
96,none,96,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,81,3285,0.5471352431712192,0.024657534246575342,132,440,8879,550158,556318
99,none,99,6.0,15.0,1.08,0.85,0.001,,,,0,500,24.0,False,,20000,20000.0,5,3298,0.5493004663557628,0.0015160703456640388,27,418,7980,541133,546407
100006,chronic,6,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,8640.0,20000,20000.0,2316,3097,0.5158227848101266,0.7478204714239587,2340,270,16259,1190179,1233677
100005,chronic,5,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,6816.0,20000,20000.0,1995,3147,0.5241505662891406,0.6339370829361296,2040,280,15763,1275293,1318475
100003,chronic,3,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1968.0,20000,20000.0,2979,2979,0.49616922051965356,1.0,2937,126,13603,1900019,2017638
100011,chronic,11,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2232.0,20000,20000.0,2852,3066,0.5106595602931379,0.9302022178734507,2804,162,18133,1776758,1852178
100004,chronic,4,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,3120.0,20000,20000.0,2992,2992,0.4983344437041972,1.0,2948,123,11778,1814346,1927989
100010,chronic,10,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,7104.0,20000,20000.0,2105,3080,0.5129913391072618,0.6834415584415584,2120,275,15235,1281113,1323773
100007,chronic,7,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3168.0,20000,20000.0,3058,3058,0.5093271152564957,1.0,3016,173,15830,1745564,1818919
100001,chronic,1,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2328.0,20000,20000.0,2717,2946,0.49067288474350435,0.9222674813306178,2706,178,17728,1707923,1826977
100002,chronic,2,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2208.0,20000,20000.0,2730,3008,0.5009993337774816,0.9075797872340425,2703,158,15606,1802846,1921172
100009,chronic,9,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3288.0,20000,20000.0,2507,3060,0.5096602265156562,0.819281045751634,2495,210,18794,1679365,1755197
100000,chronic,0,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2400.0,20000,20000.0,2529,3067,0.5108261159227182,0.8245842843169221,2526,165,19050,1637252,1712443
100008,chronic,8,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1968.0,20000,20000.0,2963,2963,0.4935043304463691,1.0,2940,138,12712,1798589,1913313
100017,chronic,17,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,11736.0,20000,20000.0,2120,3074,0.5119920053297802,0.6896551724137931,2133,339,13423,959071,998828
100026,chronic,26,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5616.0,20000,20000.0,1826,3094,0.5153231179213857,0.590174531351002,1834,282,16933,1224101,1267609
100027,chronic,27,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,7440.0,20000,20000.0,1963,3083,0.5134910059960026,0.6367174829711321,2001,281,17006,1163505,1207174
100020,chronic,20,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4008.0,20000,20000.0,1814,3089,0.5144903397734844,0.5872450631272257,1873,211,18776,1529269,1575805
100015,chronic,15,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,3120.0,20000,20000.0,3033,3033,0.5051632245169887,1.0,2982,139,12086,1820696,1934715
100016,chronic,16,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2568.0,20000,20000.0,2186,3057,0.5091605596269154,0.7150801439319594,2193,205,19373,1614003,1689031
100014,chronic,14,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2904.0,20000,20000.0,3021,3021,0.5031645569620253,1.0,2962,138,15308,1730633,1847549
100019,chronic,19,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4416.0,20000,20000.0,2272,3075,0.5121585609593604,0.7388617886178862,2275,272,17838,1423217,1468442
100023,chronic,23,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3624.0,20000,20000.0,2347,3050,0.5079946702198535,0.7695081967213114,2341,214,18249,1552366,1625781
100025,chronic,25,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3000.0,20000,20000.0,2411,3067,0.5108261159227182,0.7861102054124551,2411,195,18258,1643775,1718075
100018,chronic,18,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2064.0,20000,20000.0,2977,2977,0.495836109260493,1.0,2932,141,14545,1847731,1965406
100022,chronic,22,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,3024.0,20000,20000.0,2487,3020,0.502998001332445,0.8235099337748344,2505,173,16939,1655416,1773343
100012,chronic,12,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3120.0,20000,20000.0,1749,3076,0.5123251165889408,0.5685955786736021,1796,194,19552,1471095,1544377
100024,chronic,24,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4944.0,20000,20000.0,2083,3099,0.5161558960692871,0.6721523071958696,2113,252,18890,1368064,1414306
100013,chronic,13,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2880.0,20000,20000.0,3141,3141,0.5231512325116588,1.0,3054,191,16531,1714504,1787593
100021,chronic,21,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1752.0,20000,20000.0,2922,3027,0.504163890739507,0.9653121902874133,2880,150,15856,1833314,1952794
100034,chronic,34,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,7056.0,20000,20000.0,1505,3147,0.5241505662891406,0.47823323800444867,1548,301,17482,1224581,1268825
100037,chronic,37,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,2664.0,20000,20000.0,3028,3028,0.5043304463690873,1.0,2976,141,12673,1907658,1949970
100028,chronic,28,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2808.0,20000,20000.0,2337,3018,0.5026648900732845,0.7743538767395626,2329,158,17894,1681661,1800199
100039,chronic,39,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1896.0,20000,20000.0,3043,3043,0.5068287808127915,1.0,2971,134,14691,1907435,2026069
100043,chronic,43,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2232.0,20000,20000.0,3002,3002,0.5,1.0,2953,163,14198,1770044,1886315
100029,chronic,29,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4128.0,20000,20000.0,2708,3041,0.5064956695536309,0.8904965471884249,2689,200,18025,1599387,1645725
100038,chronic,38,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,3432.0,20000,20000.0,2328,3022,0.5033311125916056,0.7703507610853739,2365,189,18484,1589629,1636450
100031,chronic,31,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2856.0,20000,20000.0,3004,3004,0.5003331112591606,1.0,2966,126,13034,1852040,1968090
100032,chronic,32,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2376.0,20000,20000.0,2526,3001,0.4998334443704197,0.8417194268577141,2518,156,16660,1736725,1855424
100035,chronic,35,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,6264.0,20000,20000.0,1898,3133,0.5218187874750166,0.6058091286307054,1930,277,17447,1344388,1389013
100040,chronic,40,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,4728.0,20000,20000.0,2094,3090,0.5146568954030646,0.6776699029126214,2129,256,19214,1364922,1436963
100033,chronic,33,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4392.0,20000,20000.0,2056,3060,0.5096602265156562,0.6718954248366014,2074,251,18306,1443292,1489128
100041,chronic,41,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2376.0,20000,20000.0,3143,3143,0.5234843437708194,1.0,3059,138,14066,1900122,1972905
100030,chronic,30,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5304.0,20000,20000.0,2279,3070,0.511325782811459,0.7423452768729641,2297,256,17544,1488022,1533853
100036,chronic,36,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3000.0,20000,20000.0,1706,3086,0.5139906728847435,0.5528191834089436,1737,236,18113,1473808,1545842
100042,chronic,42,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5136.0,20000,20000.0,1785,3140,0.5229846768820786,0.5684713375796179,1815,221,17338,1350693,1395290
100058,chronic,58,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,6384.0,20000,20000.0,1788,3110,0.5179880079946703,0.5749196141479099,1825,296,15662,1179785,1222280
100047,chronic,47,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,5328.0,20000,20000.0,2044,3057,0.5091605596269154,0.6686293752044488,2139,241,18972,1412541,1485228
100056,chronic,56,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4128.0,20000,20000.0,3056,3056,0.5089940039973351,1.0,3003,174,15596,1762741,1807530
100052,chronic,52,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,4368.0,20000,20000.0,2693,3063,0.510159893404397,0.8792033953640223,2657,248,20248,1511284,1586338
100044,chronic,44,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,4248.0,20000,20000.0,3117,3117,0.5191538974017322,1.0,3039,180,16267,1682314,1755398
100055,chronic,55,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2160.0,20000,20000.0,2994,2994,0.49866755496335774,1.0,2948,110,10678,1895432,2009129
100053,chronic,53,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4104.0,20000,20000.0,3068,3068,0.5109926715522984,1.0,3033,201,13591,1720486,1762927
100048,chronic,48,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,8688.0,20000,20000.0,1760,3076,0.5123251165889408,0.5721716514954487,1790,321,15063,1113858,1155381
100050,chronic,50,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3888.0,20000,20000.0,2397,3068,0.5109926715522984,0.7812907431551499,2413,205,17710,1502462,1574530
100059,chronic,59,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1680.0,20000,20000.0,2827,3000,0.4996668887408394,0.9423333333333334,2792,165,16996,1747270,1866261
100049,chronic,49,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2040.0,20000,20000.0,3096,3096,0.5156562291805463,1.0,3028,116,14290,1895049,2013360
100054,chronic,54,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2232.0,20000,20000.0,2137,3041,0.5064956695536309,0.7027293653403486,2162,188,18417,1640632,1760202
100046,chronic,46,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,3120.0,20000,20000.0,1972,3031,0.5048301132578281,0.650610359617288,1997,218,17533,1509869,1626503
100057,chronic,57,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2256.0,20000,20000.0,2698,2975,0.49550299800133246,0.906890756302521,2691,153,17843,1735681,1855199
100051,chronic,51,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2376.0,20000,20000.0,2337,3023,0.5034976682211859,0.7730731061859081,2310,165,17902,1745501,1865796
100045,chronic,45,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3624.0,20000,20000.0,2346,3098,0.5159893404397069,0.7572627501613944,2335,202,18229,1531578,1604352
100074,chronic,74,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,7944.0,20000,20000.0,2336,3049,0.5078281145902731,0.7661528369957363,2358,297,16974,1307017,1351609
100062,chronic,62,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4656.0,20000,20000.0,2015,3100,0.5163224516988674,0.65,2068,241,17163,1362329,1406542
100066,chronic,66,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1752.0,20000,20000.0,3011,3022,0.5033311125916056,0.9963600264725347,2952,147,14591,1844428,1962022
100070,chronic,70,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2352.0,20000,20000.0,2969,2980,0.49633577614923385,0.9963087248322148,2942,172,16089,1768630,1886901
100065,chronic,65,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3984.0,20000,20000.0,3094,3094,0.5153231179213857,1.0,3021,159,13794,1721426,1792470
100060,chronic,60,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,5688.0,20000,20000.0,2482,3040,0.5063291139240507,0.8164473684210526,2488,271,19649,1389191,1462990
100069,chronic,69,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5688.0,20000,20000.0,2022,3075,0.5121585609593604,0.6575609756097561,2064,263,18357,1306184,1351757
100063,chronic,63,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2592.0,20000,20000.0,2339,3033,0.5051632245169887,0.7711836465545664,2374,203,18599,1573678,1647586
100068,chronic,68,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,8088.0,20000,20000.0,2189,3088,0.5143237841439041,0.7088730569948186,2225,278,17287,1275811,1320532
100071,chronic,71,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2952.0,20000,20000.0,2493,3060,0.5096602265156562,0.8147058823529412,2511,239,18659,1578578,1652653
100061,chronic,61,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3576.0,20000,20000.0,1991,3125,0.5204863424383744,0.63712,1983,249,19426,1483842,1557141
100064,chronic,64,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3000.0,20000,20000.0,3008,3064,0.5103264490339774,0.9817232375979112,2959,178,17254,1652438,1725421
100072,chronic,72,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2376.0,20000,20000.0,3010,3010,0.5013324450366422,1.0,2971,121,12879,1889413,2005307
100073,chronic,73,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3264.0,20000,20000.0,3084,3084,0.513657561625583,1.0,3027,184,16273,1698393,1771006
100075,chronic,75,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3072.0,20000,20000.0,2164,3073,0.5118254497001998,0.7041978522616336,2202,194,18900,1619691,1694169
100067,chronic,67,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2616.0,20000,20000.0,2104,3065,0.5104930046635576,0.6864600326264274,2127,202,17548,1610853,1728269
100082,chronic,82,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2544.0,20000,20000.0,3011,3011,0.5014990006662225,1.0,2973,147,13291,1774816,1890170
100089,chronic,89,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2400.0,20000,20000.0,3030,3030,0.5046635576282479,1.0,2980,137,12649,1808967,1923381
100087,chronic,87,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2976.0,20000,20000.0,3003,3003,0.5001665556295802,1.0,2952,147,11176,1855687,1969624
100091,chronic,91,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1800.0,20000,20000.0,2988,2988,0.49766822118587606,1.0,2952,145,11805,1911210,2026472
100081,chronic,81,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,5544.0,20000,20000.0,1765,3056,0.5089940039973351,0.5775523560209425,1839,249,17503,1331161,1375518
100083,chronic,83,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3816.0,20000,20000.0,1786,3125,0.5204863424383744,0.57152,1802,221,19335,1491404,1565183
100080,chronic,80,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,2952.0,20000,20000.0,2264,3086,0.5139906728847435,0.7336357744653272,2282,217,19219,1650959,1726515
100084,chronic,84,6.0,15.0,1.08,0.85,0.001,1000,48,200,396,500,24.0,False,4416.0,20000,20000.0,1722,3077,0.512491672218521,0.5596360090997725,1795,262,17857,1360358,1405255
100078,chronic,78,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1800.0,20000,20000.0,3038,3038,0.5059960026648901,1.0,2981,156,14975,1805975,1923533
100086,chronic,86,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2040.0,20000,20000.0,2709,2949,0.49117255163224516,0.9186164801627671,2709,159,17681,1749369,1869391
100076,chronic,76,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3936.0,20000,20000.0,2911,3071,0.5114923384410394,0.9478997069358515,2878,171,17268,1692388,1766521
100088,chronic,88,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,3216.0,20000,20000.0,2033,3056,0.5089940039973351,0.6652486910994765,2088,219,19073,1582562,1657600
100079,chronic,79,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2976.0,20000,20000.0,3022,3022,0.5033311125916056,1.0,2976,134,11811,1780017,1893762
100077,chronic,77,6.0,15.0,1.08,0.85,0.001,1000,24,200,792,500,24.0,False,4320.0,20000,20000.0,1825,3122,0.5199866755496336,0.5845611787315823,1826,274,18292,1448726,1520885
100085,chronic,85,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,1968.0,20000,20000.0,2999,2999,0.4995003331112592,1.0,2962,142,17471,1754968,1874922
100090,chronic,90,6.0,15.0,1.08,0.85,0.001,1000,12,200,1584,500,24.0,False,2208.0,20000,20000.0,2871,3020,0.502998001332445,0.9506622516556291,2823,193,18319,1627389,1746448
200005,bounded,5,6.0,15.0,1.08,0.85,0.001,1000,48,200,122,500,24.0,True,6816.0,20000,20000.0,11,3395,0.5654563624250499,0.003240058910162003,47,478,7696,527957,542007
